#Table1
GalaxyID,Redshift
1237645943973675103,0.0001455912
1237645943973675114,0.0001068582
1237645943973675184,0.4100541
1237645943973675206,0.2978915
1237645943973675213,0.0001905988
1237645943973675227,0.0002511565
1237645943973675244,0.1985384
1237645943973675266,0.5972331
1237645943973675270,2.116208
1237645943973675284,1.626991
1237645943973675384,0.3234076
1237645943973675455,1.087738
1237645943973675486,0.5308802
1237645943973675526,0.2220076
1237645943973675542,1.727565
1237645943973675674,0.7320235
1237645943973740743,1.613438
1237645943973740744,1.792817
1237645943975182466,6.093838E-05
1237645943975575661,0.2135938
1237645943975837722,0.06675781
1237645943975837853,0.06669576
1237645943976034423,0.02389494
1237645943976493117,0.0002400847
1237645943976493143,0.0003166502
1237645943976493208,0.03646222
1237645943976493216,0.1031313
1237645943976493233,0.0001145605
1237645943976493249,0.0001654938
1237645943976493254,0.0002237857
1237645943976493256,0.0222007
1237645943976493259,0.0001671365
1237645943976493287,0.2267069
1237645943976493290,0.1380212
1237645943976493292,0.3090246
1237645943976493294,0.1487097
1237645943976493295,1.055772
1237645943976493300,0.2495529
1237645943976493301,0.1628011
1237645943976493306,0.1952272
1237645943976493319,0.3182826
1237645943976493329,1.395532E-05
1237645943976493332,0.0002358177
1237645943976493336,0.3104864
1237645943976493341,0.5887405
1237645943976493342,3.784543
1237645943976493356,1.715087
1237645943976493368,0.3177549
1237645943976493471,0.1950213
1237645943976624393,0.0001518687
1237645943974396134,0.1531706
1237645943974396133,0.156453
1237645943976820842,1.129553
1237645943977410753,0.03101574
1237645943977410815,0.4230697
1237645943977541802,0.08767021
1237645943977607393,2.616994
1237645943977607769,0.4005225
1237645943978197335,0.2643013
1237645943978262549,0.0003927546
1237645943978328086,0.000242097
1237645943978328096,0.4045933
1237645943978328116,0.09765125
1237645943978328117,0.09756941
1237645943978328190,0.0006921116
1237645943978328209,1.242289
1237645943978328218,0.0002320375
1237645943978328242,0.2711187
1237645943978328248,0.0002970013
1237645943978328289,0.03877712
1237645943978328300,0.2532044
1237645943978328334,0.4934316
1237645943978328345,0.2672658
1237645943978328347,0.3216834
1237645943978328358,1.170371
1237645943978328364,0.2508917
